texto,categoria,urgencia
"Oigan, ¿dónde puedo hacer el trámite de la app móvil? La página no lo explica bien.",Petición,Media
"Me dirijo respetuosamente a su despacho con el fin de solicitar la app móvil, documento necesario para adelantar un trámite ante una entidad externa.",Petición,Baja
"Me dirijo respetuosamente a su despacho con el fin de solicitar facturación, documento necesario para adelantar un trámite ante una entidad externa.",Petición,Baja
El servicio ha sido muy malo estos últimos meses y además me están cobrando de más. Esto no es lo que contraté.,Reclamo,Media
Llevo semanas sin poder acceder al portal y nadie me da respuesta. ¿Es esto normal?,Queja,Alta
Me citaron a las 8am para facturación y no me atendieron hasta las 12:30pm sin ninguna explicación sobre la demora. Perdí medio día de trabajo.,Queja,Media
"Interpongo reclamo formal por incumplimiento en el sistema de pagos, del cual adjunto pruebas documentales, y exijo respuesta en los términos legales.",Reclamo,Media
Me podrían decir qué documentos necesito para la renovación de documentos? Gracias de antemano.,Petición,Baja
Pido información actualizada sobre trámites académicos.,Petición,Media
Requiero certificado de los turnos de atención.,Petición,Baja
Sería útil simplificar el proceso de inscripción.,Sugerencia,Baja
"La atención fue muy lenta y el sistema estaba caído, pero al final el funcionario fue amable. Creo que deberían mejorar los tiempos de respuesta.",Sugerencia,Baja
Propongo digitalizar la plataforma web.,Sugerencia,Baja
Nadie responde en facturación.,Queja,Media
"Como usuario frecuente, noto que el servicio técnico genera muchas confusiones. Sugiero crear una guía paso a paso disponible en la página web y en físico en las instalaciones.",Sugerencia,Baja
"Estoy muy molesto con el sistema de pagos, es la tercera vez que vengo y nadie me soluciona nada.",Queja,Alta
"Me prometieron solucionar trámites académicos en 6 días y ya van 6 semanas, esto no puede seguir así.",Reclamo,Alta
Necesito orientación sobre atención al cliente.,Petición,Baja
"Llevo 2 meses con este problema de trámites académicos y nadie hace nada, es desesperante.",Queja,Baja
Deberían mejorar esto.,Sugerencia,Baja
Recomiendo revisar los tiempos en el área de nómina.,Sugerencia,Baja
No han cumplido con atención al cliente en el plazo acordado.,Reclamo,Media
Exijo reembolso por atención al cliente.,Reclamo,Alta
Respetuosamente elevo solicitud formal para que se gestione la línea de atención telefónica en el menor tiempo posible.,Petición,Baja
"El personal de atención al cliente me dio información incorrecta que me hizo perder tiempo y dinero. Cuando volví a reclamar, la funcionaria fue muy grosero.",Queja,Baja
¿Alguien me puede decir por qué mi solicitud lleva tanto tiempo sin respuesta? Solo quiero saber el estado.,Petición,Baja
Nunca había tenido que hacer certificados y no sé por dónde empezar. ¿Hay alguien que me pueda guiar paso a paso?,Petición,Media
El 6 de este mes realicé un pago de más de 500.000 pesos por la renovación de documentos. El cargo apareció en mi extracto pero no se ha aplicado. He enviado el comprobante 6 veces sin respuesta.,Reclamo,Alta
"En mi calidad de usuario activo, solicito que se me expida constancia relacionada con tiempos de entrega, requerida con carácter urgente.",Petición,Media
El mes pasado me hicieron un cobro que no corresponde. Quisiera que lo revisaran y si es un error lo corrijan.,Reclamo,Alta
Hace 3 meses tuve un problema con facturación que causó un perjuicio económico directo. He seguido el conducto regular y no he obtenido ninguna respuesta formal.,Reclamo,Alta
"Me veo en la necesidad de expresar formalmente mi descontento con el portal estudiantil, cuya gestión ha sido inapropiada e ineficiente.",Queja,Baja
"El personal de el proceso de inscripción me dio información incorrecta que me hizo perder tiempo y dinero. Cuando volví a reclamar, el agente fue muy grosero.",Queja,Baja
Incumplimiento grave en el proceso de inscripción. Exijo respuesta.,Reclamo,Alta
He observado que pagos en línea tiene cuellos de botella en horas pico. Una solución sería habilitar citas virtuales para descongestionar la atención presencial.,Sugerencia,Baja
Me prometieron que el servicio técnico estaría resuelto en 2 días hábiles. Ya van 2 meses y el problema persiste. Voy a escalar a los organismos de control si no hay respuesta esta semana.,Reclamo,Alta
"Como usuario frecuente, noto que trámites académicos genera muchas confusiones. Sugiero crear una guía paso a paso disponible en la página web y en físico en las instalaciones.",Sugerencia,Baja
"Por medio de la presente, solicito comedidamente que se me suministre información detallada sobre certificados, conforme a los procedimientos establecidos.",Petición,Media
"Sería buenísimo que mejoraran la línea de atención telefónica, todos los usuarios se quejan de lo mismo.",Sugerencia,Baja
"La atención fue muy lenta y el sistema estaba caído, pero al final el funcionario fue amable. Creo que deberían mejorar los tiempos de respuesta.",Sugerencia,Baja
El personal fue amable pero el proceso tardó cuatro horas para algo que debería durar veinte minutos. Creo que hay algo que mejorar.,Sugerencia,Baja
Propongo digitalizar devoluciones.,Sugerencia,Baja
"En mi calidad de usuario activo, solicito que se me expida constancia relacionada con la línea de atención telefónica, requerida con carácter urgente.",Petición,Media
"Me veo en la necesidad de expresar formalmente mi descontento con pagos en línea, cuya gestión ha sido inapropiada e ineficiente.",Queja,Media
Sugiero mejorar la línea de atención telefónica para mayor eficiencia.,Sugerencia,Media
Respetuosamente elevo solicitud formal para que se gestione el área de nómina en el menor tiempo posible.,Petición,Baja
Me podrían decir qué documentos necesito para devoluciones? Gracias de antemano.,Petición,Baja
No funciona nada aquí.,Queja,Baja
"Me permito solicitar de manera formal el acceso a los trámites de matrícula, de acuerdo con los derechos que me asisten como ciudadano.",Petición,Baja
Pido información actualizada sobre el proceso de inscripción.,Petición,Baja
"Por favor envíenme la información sobre mi trámite cuanto antes, ya debería haber llegado hace días.",Petición,Baja
Sería útil simplificar los trámites de matrícula.,Sugerencia,Baja
"Por medio de la presente manifiesto mi inconformidad con el deficiente servicio prestado en devoluciones, situación que ha generado perjuicios a mi proceso.",Queja,Alta
Reclamo formal por pagos en línea. Adjunto pruebas.,Reclamo,Media
"Reclamo formalmente la prestación adecuada de la renovación de documentos según el contrato suscrito, el cual no ha sido cumplido en sus términos.",Reclamo,Alta
Sin respuesta desde hace días sobre la app móvil.,Queja,Media
Propongo digitalizar el servicio técnico.,Sugerencia,Baja
"Deberían mejorar la comunicación sobre la renovación de documentos, nadie sabe bien cómo funciona.",Sugerencia,Baja
"Por medio de la presente, solicito comedidamente que se me suministre información detallada sobre facturación, conforme a los procedimientos establecidos.",Petición,Baja
Sin respuesta desde hace días sobre la app móvil.,Queja,Media
Muy mala atención en la carnetización.,Queja,Alta
Soy estudiante de último semestre y necesito tramitar la plataforma web antes del 3 de diciembre para poder graduarme. ¿Cuál es el proceso?,Petición,Baja
Muy mala atención en los trámites de matrícula.,Queja,Baja
Soy estudiante de último semestre y necesito tramitar la línea de atención telefónica antes del 4 de diciembre para poder graduarme. ¿Cuál es el proceso?,Petición,Baja
Presento reclamo formal por cobro indebido en tiempos de entrega. Solicito el reintegro del valor cobrado en exceso en un plazo no mayor a cinco días hábiles.,Reclamo,Media
"Reclamo formalmente la prestación adecuada de el portal estudiantil según el contrato suscrito, el cual no ha sido cumplido en sus términos.",Reclamo,Alta
Llevo 5 semanas intentando entender el procedimiento para los turnos de atención. He revisado la página pero la información está desactualizada.,Petición,Baja
"Sería muy útil que mandaran un correo cuando la línea de atención telefónica esté listo, así no toca venir a preguntar.",Sugerencia,Baja
Necesito orientación sobre el servicio técnico.,Petición,Media
Sugiero mejorar pagos en línea para mayor eficiencia.,Sugerencia,Baja
Pagué por un servicio que no recibí correctamente. No quiero causar problemas pero sí necesito una solución.,Reclamo,Alta
Llevamos meses esperando.,Reclamo,Alta
"Oigan, una sugerencia: pongan más personal para facturación en las horas pico, siempre hay filas enormes.",Sugerencia,Baja
Por fabor necesito información de mis tramites lo antes posible.,Petición,Baja
Mi empleador me pide un documento de la renovación de documentos para renovar mi contrato. ¿Cuánto tiempo tarda el trámite y qué debo presentar?,Petición,Media
Nadie responde en el servicio técnico.,Queja,Alta
"Elevo queja formal por el trato inadecuado recibido en la renovación de documentos, el cual no corresponde con los estándares de calidad prometidos.",Queja,Baja
"El personal de trámites académicos me dio información incorrecta que me hizo perder tiempo y dinero. Cuando volví a reclamar, el asesor fue muy grosero.",Queja,Media
"El personal de devoluciones me dio información incorrecta que me hizo perder tiempo y dinero. Cuando volví a reclamar, el agente fue muy grosero.",Queja,Media
¿Cómo accedo a el área de nómina?,Petición,Baja
Mi empleador me pide un documento de tiempos de entrega para renovar mi contrato. ¿Cuánto tiempo tarda el trámite y qué debo presentar?,Petición,Baja
"Oigan, una sugerencia: pongan más personal para pagos en línea en las horas pico, siempre hay filas enormes.",Sugerencia,Baja
Sugiero mejorar la carnetización para mayor eficiencia.,Sugerencia,Baja
Los adultos mayores tienen muchas dificultades con facturación. Propongo un módulo de atención preferencial con personal capacitado para este grupo.,Sugerencia,Baja
"Fui a realizar la plataforma web y el asesor me atendió de mala manera, no escuchó mis explicaciones y me dijo que volviera otro día sin justificación.",Queja,Media
Nadie responde en devoluciones.,Queja,Alta
"Estoy muy molesto con el servicio técnico, es la tercera vez que vengo y nadie me soluciona nada.",Queja,Media
Trabajo en el sector y puedo decir que otras entidades han mejorado los trámites de matrícula implementando notificaciones automáticas. Sería fácil de adoptar aquí.,Sugerencia,Baja
Nunca había tenido que hacer el área de nómina y no sé por dónde empezar. ¿Hay alguien que me pueda guiar paso a paso?,Petición,Media
Requiero certificado de la app móvil.,Petición,Baja
Llevo 6 semanas intentando entender el procedimiento para el portal estudiantil. He revisado la página pero la información está desactualizada.,Petición,Baja
